,Player,Prediction,Truth
8498,Buddy Hicks,Not Eligible,Not Eligible
9072,Buddy Hunter,Not Eligible,Not Eligible
9987,Buddy Kennedy,Not Eligible,Not Eligible
10032,Buddy Kerr,Not Eligible,Not Eligible
11006,Buddy Lewis,Not Inducted,Not Inducted
11157,Buddy Lively,Not Eligible,Not Eligible
13683,Buddy Myer,Not Inducted,Not Inducted
13731,Buddy Napier,Not Eligible,Not Eligible
14978,Buddy Peterson,Not Eligible,Not Eligible
15419,Buddy Pritchard,Not Eligible,Not Eligible
16477,Buddy Rosar,Not Inducted,Not Inducted
16687,Buddy Ryan,Not Eligible,Not Eligible
17162,Buddy Schultz,Not Eligible,Not Eligible
8736,Bug Holliday,Not Inducted,Not Inducted
1323,Bugs Bennett,Not Eligible,Not Eligible
15722,Bugs Raymond,Not Eligible,Not Eligible
15850,Bugs Reisigl,Not Eligible,Not Eligible
5284,Bull Durham,Not Eligible,Not Eligible
17800,Bull Smith,Not Eligible,Not Eligible
19877,Bull Wagner,Not Eligible,Not Eligible
2597,Bullet Joe Bush,Not Inducted,Not Inducted
16354,Bullet Rogan,Not Eligible,Not Eligible
7642,Bump Hadley,Not Inducted,Not Inducted
20664,Bump Wills,Not Eligible,Not Eligible
9576,Bumpus Jones,Not Eligible,Not Eligible
3714,Bunk Congalton,Not Eligible,Not Eligible
18392,Bunky Stewart,Not Eligible,Not Eligible
2135,Bunny Brief,Not Eligible,Not Eligible
5718,Bunny Fabrique,Not Eligible,Not Eligible
8146,Bunny Hearn,Not Eligible,Not Eligible
8147,Bunny Hearn,Not Eligible,Not Eligible
11566,Bunny Madden,Not Eligible,Not Eligible
14740,Bunny Pearce,Not Eligible,Not Eligible
16515,Bunny Roser,Not Eligible,Not Eligible
17801,Burch Smith,Not Eligible,Not Eligible
20445,Burgess Whitehead,Not Eligible,Not Eligible
687,Burke Badenhop,Not Eligible,Not Eligible
7446,Burleigh Grimes,Not Inducted,Inducted
1115,Burley Bayer,Not Eligible,Not Eligible
8806,Burt Hooton,Not Inducted,Not Inducted
9867,Burt Keeley,Not Eligible,Not Eligible
17570,Burt Shotton,Not Inducted,Not Inducted
81,Buster Adams,Not Eligible,Not Eligible
2060,Buster Bray,Not Eligible,Not Eligible
2243,Buster Brown,Not Eligible,Not Eligible
3261,Buster Chatham,Not Eligible,Not Eligible
12158,Buster Maynard,Not Eligible,Not Eligible
13039,Buster Mills,Not Eligible,Not Eligible
13744,Buster Narum,Not Eligible,Not Eligible
15311,Buster Posey,Not Eligible,Not Eligible
16521,Buster Ross,Not Eligible,Not Eligible
173,Butch Alberts,Not Eligible,Not Eligible
1346,Butch Benton,Not Eligible,Not Eligible
4459,Butch Davis,Not Eligible,Not Eligible
5392,Butch Edge,Not Eligible,Not Eligible
8285,Butch Henline,Not Inducted,Not Inducted
8304,Butch Henry,Not Eligible,Not Eligible
8630,Butch Hobson,Not Eligible,Not Eligible
9107,Butch Huskey,Not Eligible,Not Eligible
12845,Butch Metzger,Not Eligible,Not Eligible
13938,Butch Nieman,Not Eligible,Not Eligible
15861,Butch Rementer,Not Eligible,Not Eligible
18683,Butch Sutcliffe,Not Eligible,Not Eligible
20247,Butch Weis,Not Eligible,Not Eligible
21025,Butch Wynegar,Not Inducted,Not Inducted
4844,Buttercup Dickerson,Not Eligible,Not Eligible
2137,Buttons Briggs,Not Eligible,Not Eligible
19878,Butts Wagner,Not Eligible,Not Eligible
15056,Buz Phillips,Not Eligible,Not Eligible
519,Buzz Arlett,Not Eligible,Not Eligible
1949,Buzz Boyle,Not Eligible,Not Eligible
2878,Buzz Capra,Not Eligible,Not Eligible
3469,Buzz Clarkson,Not Eligible,Not Eligible
5107,Buzz Dozier,Not Eligible,Not Eligible
13592,Buzz Murphy,Not Eligible,Not Eligible
18347,Buzz Stephen,Not Eligible,Not Eligible
20351,Buzz Wetzel,Not Eligible,Not Eligible
1108,Buzzie Bavasi,Not Eligible,Not Eligible
18117,By Speece,Not Eligible,Not Eligible
11474,Byrd Lynn,Not Eligible,Not Eligible
2325,Byron Browne,Not Eligible,Not Eligible
2653,Byron Buxton,Not Eligible,Not Eligible
6821,Byron Gettis,Not Eligible,Not Eligible
8861,Byron Houck,Not Eligible,Not Eligible
9048,Byron Humphrey,Not Eligible,Not Eligible
12553,Byron McLaughlin,Not Eligible,Not Eligible
14577,Byung Ho Park,Not Eligible,Not Eligible
10094,Byung-Hyun Kim,Not Eligible,Not Eligible
18884,C L Taylor,Not Eligible,Not Eligible
2536,C. B. Burns,Not Eligible,Not Eligible
10837,C. C. Lee,Not Eligible,Not Eligible
18885,C. I. Taylor,Not Eligible,Not Eligible
4111,C. J. Cron,Not Eligible,Not Eligible
5908,C. J. Fick,Not Eligible,Not Eligible
13966,C. J. Nitkowski,Not Inducted,Not Inducted
16046,C. J. Riefenhauser,Not Eligible,Not Eligible
20685,C. J. Wilson,Not Inducted,Not Inducted
12075,C. V. Matteson,Not Eligible,Not Eligible
16718,CC Sabathia,Inducted,Inducted
14786,CD Pelham,Not Eligible,Not Eligible
33,CJ Abrams,Not Eligible,Not Eligible
203,CJ Alexander,Not Eligible,Not Eligible
9857,Cactus Keck,Not Eligible,Not Eligible
3631,Cad Coles,Not Eligible,Not Eligible
3143,Cade Cavalli,Not Eligible,Not Eligible
11825,Cade Marlowe,Not Eligible,Not Eligible
15330,Cade Povich,Not Eligible,Not Eligible
17802,Cade Smith,Not Eligible,Not Eligible
4353,Caden Dana,Not Eligible,Not Eligible
32,Cal Abrams,Not Eligible,Not Eligible
2221,Cal Broughton,Not Eligible,Not Eligible
2331,Cal Browning,Not Eligible,Not Eligible
3832,Cal Cooper,Not Eligible,Not Eligible
4173,Cal Crum,Not Eligible,Not Eligible
5039,Cal Dorsett,Not Eligible,Not Eligible
5467,Cal Eldred,Not Inducted,Not Inducted
5526,Cal Emery,Not Eligible,Not Eligible
5591,Cal Ermer,Not Eligible,Not Eligible
8704,Cal Hogue,Not Eligible,Not Eligible
8917,Cal Howe,Not Eligible,Not Eligible
8952,Cal Hubbard,Not Eligible,Not Eligible
10358,Cal Koonce,Not Inducted,Not Inducted
12573,Cal McLish,Not Inducted,Not Inducted
12654,Cal McVey,Not Eligible,Not Eligible
13101,Cal Mitchell,Not Eligible,Not Eligible
13791,Cal Neeman,Not Eligible,Not Eligible
15491,Cal Quantrill,Not Eligible,Not Eligible
15593,Cal Raleigh,Not Eligible,Not Eligible
16090,Cal Ripken,Not Eligible,Not Eligible
16089,Cal Ripken,Inducted,Inducted
18385,Cal Stevenson,Not Eligible,Not Eligible
19669,Cal Vasbinder,Not Eligible,Not Eligible
856,Caleb Baragar,Not Eligible,Not Eligible
1890,Caleb Boushley,Not Eligible,Not Eligible
3937,Caleb Cotham,Not Eligible,Not Eligible
5853,Caleb Ferguson,Not Eligible,Not Eligible
6304,Caleb Frare,Not Eligible,Not Eligible
6948,Caleb Gindl,Not Eligible,Not Eligible
7759,Caleb Hamilton,Not Eligible,Not Eligible
9696,Caleb Joseph,Not Eligible,Not Eligible
10081,Caleb Kilian,Not Eligible,Not Eligible
17803,Caleb Smith,Not Eligible,Not Eligible
19023,Caleb Thielbar,Not Eligible,Not Eligible
4009,Callix Crabbe,Not Eligible,Not Eligible
3232,Calvin Chapman,Not Eligible,Not Eligible
5804,Calvin Faucher,Not Eligible,Not Eligible
7431,Calvin Griffith,Not Eligible,Not Eligible
9577,Calvin Jones,Not Eligible,Not Eligible
11598,Calvin Maduro,Not Eligible,Not Eligible
13640,Calvin Murray,Not Eligible,Not Eligible
15097,Calvin Pickering,Not Eligible,Not Eligible
17064,Calvin Schiraldi,Not Eligible,Not Eligible
228,Cam Alldred,Not Eligible,Not Eligible
1207,Cam Bedrosian,Not Eligible,Not Eligible
1813,Cam Booser,Not Eligible,Not Eligible
2969,Cam Carreon,Not Eligible,Not Eligible
5386,Cam Eden,Not Eligible,Not Eligible
6517,Cam Gallagher,Not Eligible,Not Eligible
8539,Cam Hill,Not Eligible,Not Eligible
19770,Cam Vieaux,Not Eligible,Not Eligible
2722,Cameron Cairncross,Not Eligible,Not Eligible
5139,Cameron Drew,Not Eligible,Not Eligible
12148,Cameron Maybin,Not Eligible,Not Eligible
14919,Cameron Perkins,Not Eligible,Not Eligible
16643,Cameron Rupp,Not Eligible,Not Eligible
5065,Camilo Doval,Not Eligible,Not Eligible
14642,Camilo Pascual,Not Inducted,Not Inducted
17713,Camp Skinner,Not Eligible,Not Eligible
17949,Canaan Smith-Njigba,Not Eligible,Not Eligible
4235,Candy Cummings,Not Eligible,Not Eligible
18886,Candy Jim Taylor,Not Eligible,Not Eligible
11683,Candy Maldonado,Not Inducted,Not Inducted
13812,Candy Nelson,Not Inducted,Not Inducted
17604,Candy Sierra,Not Eligible,Not Eligible
463,Cap Anson,Inducted,Inducted
3412,Cap Clark,Not Eligible,Not Eligible
4162,Cap Crowell,Not Eligible,Not Eligible
14979,Cap Peterson,Not Eligible,Not Eligible
2824,Cardell Camper,Not Eligible,Not Eligible
6918,Carden Gillenwater,Not Eligible,Not Eligible
17312,Carey Selph,Not Eligible,Not Eligible
1750,Carl Boles,Not Eligible,Not Eligible
1879,Carl Bouldin,Not Eligible,Not Eligible
3045,Carl Cashion,Not Eligible,Not Eligible
4040,Carl Crawford,Not Inducted,Not Inducted
4321,Carl Dale,Not Eligible,Not Eligible
5091,Carl Doyle,Not Eligible,Not Eligible
5162,Carl Druhot,Not Eligible,Not Eligible
5302,Carl Duser,Not Eligible,Not Eligible
5347,Carl East,Not Eligible,Not Eligible
5408,Carl Edwards,Not Eligible,Not Eligible
5594,Carl Erskine,Not Inducted,Not Inducted
5692,Carl Everett,Not Inducted,Not Inducted
5980,Carl Fischer,Not Eligible,Not Eligible
6464,Carl Furillo,Not Inducted,Not Inducted
8740,Carl Holling,Not Eligible,Not Eligible
8957,Carl Hubbell,Not Inducted,Inducted
9109,Carl Husta,Not Eligible,Not Eligible
11074,Carl Lind,Not Eligible,Not Eligible
11091,Carl Lindquist,Not Eligible,Not Eligible
11106,Carl Linhart,Not Eligible,Not Eligible
11430,Carl Lundgren,Not Eligible,Not Eligible
11728,Carl Manda,Not Eligible,Not Eligible
12049,Carl Mathias,Not Eligible,Not Eligible
12165,Carl Mays,Not Inducted,Not Inducted
12604,Carl McNabb,Not Eligible,Not Eligible
12912,Carl Miles,Not Eligible,Not Eligible
13429,Carl Morton,Not Eligible,Not Eligible
13900,Carl Nichols,Not Eligible,Not Eligible
14714,Carl Pavano,Not Inducted,Not Inducted
15365,Carl Powis,Not Eligible,Not Eligible
15708,Carl Ray,Not Eligible,Not Eligible
15929,Carl Reynolds,Not Inducted,Not Inducted
16731,Carl Sadler,Not Eligible,Not Eligible
16958,Carl Sawatski,Not Inducted,Not Inducted
16959,Carl Sawyer,Not Eligible,Not Eligible
17034,Carl Scheib,Not Inducted,Not Inducted
17184,Carl Schutz,Not Eligible,Not Eligible
17694,Carl Sitton,Not Eligible,Not Eligible
18169,Carl Spongberg,Not Eligible,Not Eligible
18425,Carl Stimson,Not Eligible,Not Eligible
18666,Carl Sumner,Not Eligible,Not Eligible
18887,Carl Taylor,Not Eligible,Not Eligible
19041,Carl Thomas,Not Eligible,Not Eligible
19639,Carl Vandagrift,Not Eligible,Not Eligible
20107,Carl Warwick,Not Eligible,Not Eligible
20239,Carl Weilman,Not Eligible,Not Eligible
20550,Carl Willey,Not Eligible,Not Eligible
20650,Carl Willis,Not Eligible,Not Eligible
21057,Carl Yastrzemski,Inducted,Inducted
21164,Carl Yowell,Not Eligible,Not Eligible
21187,Carl Zamloch,Not Eligible,Not Eligible
11149,Carlisle Littlejohn,Not Eligible,Not Eligible
282,Carlos Almanzar,Not Eligible,Not Eligible
593,Carlos Asuaje,Not Eligible,Not Eligible
695,Carlos Baerga,Not Inducted,Not Inducted
1293,Carlos Beltran,Not Inducted,Not Inducted
1406,Carlos Bernier,Not Eligible,Not Eligible
2962,Carlos Carrasco,Not Eligible,Not Eligible
3050,Carlos Casimiro,Not Eligible,Not Eligible
3077,Carlos Castillo,Not Eligible,Not Eligible
3772,Carlos Contreras,Not Eligible,Not Eligible
3902,Carlos Corporan,Not Eligible,Not Eligible
3904,Carlos Correa,Not Eligible,Not Eligible
4041,Carlos Crawford,Not Eligible,Not Eligible
4676,Carlos Delgado,Inducted,Not Inducted
4808,Carlos Diaz,Not Eligible,Not Eligible
4809,Carlos Diaz,Not Eligible,Not Eligible
5645,Carlos Estevez,Not Eligible,Not Eligible
5815,Carlos Febles,Not Eligible,Not Eligible
5993,Carlos Fisher,Not Eligible,Not Eligible
6370,Carlos Frias,Not Eligible,Not Eligible
6590,Carlos Garcia,Not Inducted,Not Inducted
7074,Carlos Gomez,Not Inducted,Not Inducted
7106,Carlos Gonzalez,Not Inducted,Not Inducted
7541,Carlos Guevara,Not Eligible,Not Eligible
7546,Carlos Guillen,Not Inducted,Not Inducted
8357,Carlos Hernandez,Not Eligible,Not Eligible
8358,Carlos Hernandez,Not Eligible,Not Eligible
8356,Carlos Hernandez,Not Eligible,Not Eligible
8355,Carlos Hernandez,Not Inducted,Not Inducted
10838,Carlos Lee,Not Inducted,Not Inducted
11032,Carlos Lezcano,Not Eligible,Not Eligible
11285,Carlos Lopez,Not Eligible,Not Eligible
11684,Carlos Maldonado,Not Eligible,Not Eligible
11685,Carlos Maldonado,Not Eligible,Not Eligible
11827,Carlos Marmol,Not Eligible,Not Eligible
11944,Carlos Martinez,Not Eligible,Not Eligible
11943,Carlos Martinez,Not Eligible,Not Eligible
11945,Carlos Martinez,Not Eligible,Not Eligible
12130,Carlos May,Not Inducted,Not Inducted
12757,Carlos Mendez,Not Eligible,Not Eligible
12763,Carlos Mendoza,Not Eligible,Not Eligible
12764,Carlos Mendoza,Not Eligible,Not Eligible
13174,Carlos Monasterios,Not Eligible,Not Eligible
13179,Carlos Moncrief,Not Eligible,Not Eligible
13248,Carlos Moore,Not Eligible,Not Eligible
13555,Carlos Muniz,Not Eligible,Not Eligible
13746,Carlos Narváez,Not Eligible,Not Eligible
14643,Carlos Pascual,Not Eligible,Not Eligible
14704,Carlos Paula,Not Eligible,Not Eligible
14775,Carlos Peguero,Not Eligible,Not Eligible
14875,Carlos Perez,Not Eligible,Not Eligible
14874,Carlos Perez,Not Eligible,Not Eligible
14873,Carlos Perez,Not Eligible,Not Eligible
14803,Carlos Peña,Not Inducted,Not Inducted
15262,Carlos Ponce,Not Eligible,Not Eligible
15457,Carlos Pulido,Not Eligible,Not Eligible
15499,Carlos Quentin,Not Eligible,Not Eligible
15530,Carlos Quintana,Not Eligible,Not Eligible
15605,Carlos Ramirez,Not Eligible,Not Eligible
15910,Carlos Reyes,Not Eligible,Not Eligible
16119,Carlos Rivera,Not Eligible,Not Eligible
16134,Carlos Rivero,Not Eligible,Not Eligible
16275,Carlos Rodon,Not Eligible,Not Eligible
16279,Carlos Rodriguez,Not Eligible,Not Eligible
16280,Carlos Rodriguez,Not Eligible,Not Eligible
16472,Carlos Rosa,Not Eligible,Not Eligible
16623,Carlos Ruiz,Not Inducted,Not Inducted
16803,Carlos Sanabria,Not Eligible,Not Eligible
16814,Carlos Sanchez,Not Eligible,Not Eligible
16882,Carlos Santana,Not Eligible,Not Eligible
17620,Carlos Silva,Not Eligible,Not Eligible
19220,Carlos Tocci,Not Eligible,Not Eligible
19284,Carlos Torres,Not Inducted,Not Inducted
19300,Carlos Tosca,Not Eligible,Not Eligible
19376,Carlos Triunfel,Not Eligible,Not Eligible
19560,Carlos Valderrama,Not Eligible,Not Eligible
19568,Carlos Valdez,Not Eligible,Not Eligible
19650,Carlos Vargas,Not Eligible,Not Eligible
19714,Carlos Velazquez,Not Eligible,Not Eligible
19779,Carlos Villanueva,Not Inducted,Not Inducted
21184,Carlos Zambrano,Not Inducted,Not Inducted
6018,Carlton Fisk,Inducted,Inducted
11207,Carlton Loewer,Not Eligible,Not Eligible
11313,Carlton Lord,Not Eligible,Not Eligible
13154,Carlton Molesworth,Not Eligible,Not Eligible
3078,Carmelo Castillo,Not Inducted,Not Inducted
11946,Carmelo Martinez,Not Eligible,Not Eligible
2739,Carmen Cali,Not Eligible,Not Eligible
5764,Carmen Fanzone,Not Eligible,Not Eligible
8540,Carmen Hill,Not Inducted,Not Inducted
12118,Carmen Mauro,Not Eligible,Not Eligible
13129,Carmen Mlodzinski,Not Eligible,Not Eligible
15137,Carmen Pignatiello,Not Eligible,Not Eligible
6127,Carney Flynn,Not Eligible,Not Eligible
10673,Carney Lansford,Not Inducted,Not Inducted
17804,Carr Smith,Not Eligible,Not Eligible
2244,Carroll Brown,Not Eligible,Not Eligible
7873,Carroll Hardy,Not Eligible,Not Eligible
9578,Carroll Jones,Not Eligible,Not Eligible
17315,Carroll Sembera,Not Eligible,Not Eligible
21076,Carroll Yerkes,Not Eligible,Not Eligible
1501,Carson Bigbee,Not Inducted,Not Inducted
1599,Carson Blair,Not Eligible,Not Eligible
6448,Carson Fulmer,Not Eligible,Not Eligible
9928,Carson Kelly,Not Eligible,Not Eligible
17805,Carson Smith,Not Eligible,Not Eligible
18153,Carson Spiers,Not Eligible,Not Eligible
2875,Carter Capps,Not Eligible,Not Eligible
5482,Carter Elliott,Not Eligible,Not Eligible
10059,Carter Kieboom,Not Eligible,Not Eligible
1606,Casey Blake,Not Inducted,Not Inducted
2840,Casey Candaele,Not Eligible,Not Eligible
3611,Casey Coleman,Not Eligible,Not Eligible
3987,Casey Cox,Not Eligible,Not Eligible
4128,Casey Crosby,Not Eligible,Not Eligible
4310,Casey Daigle,Not Eligible,Not Eligible
5926,Casey Fien,Not Eligible,Not Eligible
6212,Casey Fossum,Not Eligible,Not Eligible
7655,Casey Hageman,Not Eligible,Not Eligible
9311,Casey Janssen,Not Eligible,Not Eligible
9929,Casey Kelly,Not Eligible,Not Eligible
10388,Casey Kotchman,Not Inducted,Not Inducted
10766,Casey Lawrence,Not Eligible,Not Eligible
10883,Casey Legumina,Not Eligible,Not Eligible
12428,Casey McGehee,Not Eligible,Not Eligible
13123,Casey Mize,Not Eligible,Not Eligible
14630,Casey Parsons,Not Eligible,Not Eligible
14665,Casey Patten,Not Eligible,Not Eligible
16732,Casey Sadler,Not Eligible,Not Eligible
17099,Casey Schmitt,Not Eligible,Not Eligible
18340,Casey Stengel,Not Inducted,Inducted
20806,Casey Wise,Not Eligible,Not Eligible
567,Casper Asbjornson,Not Eligible,Not Eligible
20278,Casper Wells,Not Eligible,Not Eligible
12879,Cass Michaels,Not Inducted,Not Inducted
9073,Catfish Hunter,Not Inducted,Inducted
1506,Cavan Biggio,Not Eligible,Not Eligible
1763,Cecil Bolton,Not Eligible,Not Eligible
2630,Cecil Butler,Not Eligible,Not Eligible
3817,Cecil Coombs,Not Eligible,Not Eligible
3833,Cecil Cooper,Not Inducted,Not Inducted
5184,Cecil Duff,Not Eligible,Not Eligible
5634,Cecil Espy,Not Eligible,Not Eligible
5854,Cecil Ferguson,Not Eligible,Not Eligible
5918,Cecil Fielder,Not Inducted,Not Inducted
6689,Cecil Garriott,Not Eligible,Not Eligible
13802,Cecil Neighbors,Not Eligible,Not Eligible
14920,Cecil Perkins,Not Eligible,Not Eligible
19339,Cecil Travis,Not Inducted,Not Inducted
19482,Cecil Tyson,Not Eligible,Not Eligible
19522,Cecil Upshaw,Not Eligible,Not Eligible
7515,Cecilio Guante,Not Eligible,Not Eligible
10634,Ced Landrum,Not Eligible,Not Eligible
15569,Ceddanne Rafaela,Not Eligible,Not Eligible
5299,Cedric Durst,Not Eligible,Not Eligible
9074,Cedric Hunter,Not Eligible,Not Eligible
13539,Cedric Mullins,Not Eligible,Not Eligible
18806,Cedric Tallis,Not Eligible,Not Eligible
1907,Cedrick Bowers,Not Eligible,Not Eligible
16815,Celerino Sanchez,Not Eligible,Not Eligible
2682,Cesar Cabral,Not Eligible,Not Eligible
2974,Cesar Carrillo,Not Eligible,Not Eligible
3163,Cesar Cedeno,Not Inducted,Not Inducted
4072,Cesar Crespo,Not Eligible,Not Eligible
4773,Cesar Devarez,Not Eligible,Not Eligible
6811,Cesar Geronimo,Not Inducted,Not Inducted
7588,Cesar Gutierrez,Not Eligible,Not Eligible
8359,Cesar Hernandez,Not Eligible,Not Eligible
8360,Cesar Hernandez,Not Eligible,Not Eligible
9201,Cesar Izturis,Not Inducted,Not Inducted
9392,Cesar Jimenez,Not Eligible,Not Eligible
15444,Cesar Puello,Not Eligible,Not Eligible
15640,Cesar Ramos,Not Eligible,Not Eligible
19306,Cesar Tovar,Not Inducted,Not Inducted
19569,Cesar Valdez,Not Eligible,Not Eligible
19651,Cesar Vargas,Not Eligible,Not Eligible
20973,Ceylon Wright,Not Eligible,Not Eligible
694,Cha-Seung Baek,Not Eligible,Not Eligible
235,Chad Allen,Not Eligible,Not Eligible
1169,Chad Beck,Not Eligible,Not Eligible
1248,Chad Bell,Not Eligible,Not Eligible
1351,Chad Bentz,Not Eligible,Not Eligible
1457,Chad Bettis,Not Eligible,Not Eligible
1523,Chad Billingsley,Not Eligible,Not Eligible
1970,Chad Bradford,Not Inducted,Not Inducted
3873,Chad Cordero,Not Eligible,Not Eligible
4268,Chad Curtis,Not Inducted,Not Inducted
5281,Chad Durbin,Not Inducted,Not Inducted
6162,Chad Fonville,Not Eligible,Not Eligible
6250,Chad Fox,Not Inducted,Not Inducted
6728,Chad Gaudin,Not Inducted,Not Inducted
6965,Chad Girodo,Not Eligible,Not Eligible
7334,Chad Green,Not Eligible,Not Eligible
8038,Chad Harville,Not Eligible,Not Eligible
8343,Chad Hermansen,Not Eligible,Not Eligible
8995,Chad Huffman,Not Eligible,Not Eligible
9116,Chad Hutchinson,Not Eligible,Not Eligible
9353,Chad Jenkins,Not Eligible,Not Eligible
10109,Chad Kimsey,Not Eligible,Not Eligible
10442,Chad Kreuter,Not Inducted,Not Inducted
10497,Chad Kuhl,Not Eligible,Not Eligible
12870,Chad Meyers,Not Eligible,Not Eligible
13135,Chad Moeller,Not Inducted,Not Inducted
13475,Chad Mottola,Not Eligible,Not Eligible
14170,Chad Ogea,Not Eligible,Not Eligible
14367,Chad Orvella,Not Eligible,Not Eligible
14612,Chad Paronto,Not Eligible,Not Eligible
15155,Chad Pinder,Not Eligible,Not Eligible
15488,Chad Qualls,Not Inducted,Not Inducted
15839,Chad Reineke,Not Eligible,Not Eligible
16908,Chad Santos,Not Eligible,Not Eligible
17807,Chad Smith,Not Eligible,Not Eligible
17806,Chad Smith,Not Eligible,Not Eligible
18017,Chad Sobotka,Not Eligible,Not Eligible
19324,Chad Tracy,Not Eligible,Not Eligible
19992,Chad Wallach,Not Eligible,Not Eligible
21214,Chad Zerbe,Not Eligible,Not Eligible
19381,Chadwick Tromp,Not Eligible,Not Eligible
14385,Champ Osteen,Not Eligible,Not Eligible
